USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           150     2       0      0 rescuer_thread      0 S [mt_fbc_work]
root           151     2       0      0 rescuer_thread      0 S [f_mtp]
root           152     2       0      0 sleep_thread        0 S [file-storage]
root           153     2       0      0 rescuer_thread      0 S [mtk-tpd]
root           154     2       0      0 hyn_touch_handler   0 D [hyn_ts]
root           155     2       0      0 rescuer_thread      0 S [touch_resume]
root           156     2       0      0 msleep              0 D [bat_thread_kthr]
root           157     2       0      0 charger_hv_detect_sw_thread_handler 0 S [mtk charger_hv_]
root           158     2       0      0 rescuer_thread      0 S [mt-wdk]
root           159     2       0      0 msleep_interruptible 0 S [wdtk-0]
root           160     2       0      0 msleep_interruptible 0 S [wdtk-1]
root           161     2       0      0 msleep_interruptible 0 S [wdtk-2]
root           162     2       0      0 msleep_interruptible 0 S [wdtk-3]
root           163     2       0      0 worker_thread       0 S [kworker/0:1]
root           164     2       0      0 worker_thread       0 S [kworker/1:1H]
root           165     2       0      0 worker_thread       0 S [kworker/0:1H]
root           166     2       0      0 kjournald2          0 S [jbd2/mmcblk0p21]
root           167     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           168     2       0      0 worker_thread       0 S [kworker/2:1H]
root           169     2       0      0 kjournald2          0 S [jbd2/mmcblk0p14]
root           170     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           171     2       0      0 worker_thread       0 S [kworker/3:1H]
root           172     1   11036   1652 poll_schedule_timeout 0 S ueventd
root           186     2       0      0 kjournald2          0 S [jbd2/mmcblk0p23]
root           187     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           191     2       0      0 kjournald2          0 S [jbd2/mmcblk0p22]
root           192     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           196     2       0      0 kjournald2          0 S [jbd2/mmcblk0p3-]
root           197     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           201     2       0      0 kjournald2          0 S [jbd2/mmcblk0p4-]
root           202     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           206     2       0      0 kjournald2          0 S [jbd2/mmcblk0p16]
root           207     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
logd           210     1   19696   3804 sigsuspend          0 S logd
system         211     1   13760   2848 binder_thread_read  0 S servicemanager
system         212     1   16900   4492 SyS_epoll_wait      0 S hwservicemanager
system         213     1   13596   2588 binder_thread_read  0 S vndservicemanager
root           219     2       0      0 kauditd_thread      0 S [kauditd]
system         221     1   17260   4564 binder_thread_read  0 S android.hardware.keymaster@3.0-service
root           222     1   20180   5456 sigsuspend          0 S vold
root           230     1   33264   4788 binder_thread_read  0 S netd
root           231     1 1002360 111076 poll_schedule_timeout 0 S zygote
root           233   230   13036   2336 pipe_wait           0 S iptables-restore
root           234   230   13044   2308 pipe_wait           0 S ip6tables-restore
root           235     2       0      0 worker_thread       0 S [kworker/3:1]
system         236     1   15328   3288 binder_thread_read  0 S android.hidl.allocator@1.0-service
audioserver    237     1   30160  11472 binder_thread_read  0 S android.hardware.audio@2.0-service-mediatek
bluetooth      238     1   15268   3308 binder_thread_read  0 S android.hardware.bluetooth@1.0-service-mediatek
audioserver    239     1   15752   3696 binder_thread_read  0 S android.hardware.broadcastradio@1.1-service
media          240     1   17116   3884 binder_thread_read  0 S android.hardware.cas@1.0-service
system         241     1   17556   3284 binder_thread_read  0 S android.hardware.configstore@1.0-service
media          242     1   19188   5124 binder_thread_read  0 S android.hardware.drm@1.0-service.widevine
system         243     1   16104   3548 binder_thread_read  0 S android.hardware.gatekeeper@1.0-service
system         244     1   42196   7372 binder_thread_read  0 S android.hardware.graphics.composer@2.1-service
wifi           245     1   17888   4428 binder_thread_read  0 S android.hardware.wifi@1.0-service
system         246     1   35416  10844 futex_wait_queue_me 0 S merged_hal_service
root           247     1   16544   3476 SyS_epoll_wait      0 S healthd
root           249     1    4844   2156 SyS_epoll_wait      0 S lmkd
system         250     1   63244  12840 SyS_epoll_wait      0 S surfaceflinger
root           251     1   16972   3776 binder_thread_read  0 S thermalserviced
radio          252     1   13436   2296 ccci_fs_ioctl       0 S ccci_fsd
system         254     1   13880   2748 ccci_vir_chr_read   0 S ccci_mdinit
system         258     1   12836   2200 poll_schedule_timeout 0 S wmt_launcher
gps            285     1   36092   4688 futex_wait_queue_me 0 S mnld
audioserver    286     1   46820  12140 binder_thread_read  0 S audioserver
system         287     1   13636   2772 hrtimer_nanosleep   0 S batterywarning
cameraserver   288     1   31732  10216 binder_thread_read  0 S cameraserver
system         289     1   16408   3400 binder_thread_read  0 S dm_agent_binder
drm            290     1   47056  16160 binder_thread_read  0 S drmserver
system         291     1   13892   2888 hrtimer_nanosleep   0 S thermald
root           292     1   20456   4176 binder_thread_read  0 S installd
keystore       293     1   19492   4944 binder_thread_read  0 S keystore
media          294     1   18188   5084 binder_thread_read  0 S mediadrmserver
mediaex        295     1   56488  14508 binder_thread_read  0 S media.extractor
media          296     1   61984  14784 binder_thread_read  0 S mediaserver
system         297     1   15100   2812 sigsuspend          0 S mobile_log_d
shell          298     1   15432   2904 futex_wait_queue_me 0 S netdiag
root           299     1   18340   3380 binder_thread_read  0 S storaged
wifi           300     1   17844   4252 SyS_epoll_wait      0 S wificond
mediacodec     301     1   40180  11464 binder_thread_read  0 S media.codec
system         302     1   17968   4764 binder_thread_read  0 S android.hardware.sensors@1.0-service-mediatek
cameraserver   303     1   64676  23396 binder_thread_read  0 S camerahalserver
root           304     1   13672   2708 futex_wait_queue_me 0 S fuelgauged
system         305     1   12720   2028 poll_schedule_timeout 0 S thermal
gps            307     1   61364   3860 futex_wait_queue_me 0 S mtk_agpsd
system         309     1   12720   2080 __skb_recv_datagram 0 S sysenv_daemon
system         310     1   18312   4864 binder_thread_read  0 S vendor.mediatek.hardware.pq@2.0-service
wifi           311     1   12796   2260 poll_schedule_timeout 0 S wifi2agps
system         312     1   18024   4296 binder_thread_read  0 S gatekeeperd
system         313     1   17184   3044 binder_thread_read  0 S program_binary_service
tombstoned     315     1   12820   2316 SyS_epoll_wait      0 S tombstoned
system         316     1   21656   3220 hrtimer_nanosleep   0 S netdagent
root           317     2       0      0 osal_wait_for_event 0 S [mtk_stp_psm]
root           318     2       0      0 osal_wait_for_event 0 S [mtk_stp_btm]
root           329     2       0      0 osal_thread_wait_for_event 0 S [mtk_wmtd]
root           333     2       0      0 osal_thread_wait_for_event 0 S [mtk_wmtd_worker]
root           379     2       0      0 rescuer_thread      0 S [fm_timer_wq]
root           380     2       0      0 rescuer_thread      0 S [fm_eint_wq]
root           474     2       0      0 worker_thread       0 S [kworker/3:2]
shell          479     1   15220   3052 pipe_wait    aafa5368 S mdlogger
radio          480     1   29048   2276 hrtimer_nanosleep   0 S gsm0710muxd
root           531     1   14316   2964 poll_schedule_timeout 0 S aee_aed
root           532     2       0      0 worker_thread       0 S [kworker/2:2]
root           557     1   50308   4492 hrtimer_nanosleep   0 S mtkrild
system         587   231 1165652 157668 SyS_epoll_wait      0 S system_server
root           599     2       0      0 worker_thread       0 S [kworker/1:2]
radio          612     1   42140  11160 binder_thread_read  0 S rilproxy
root           638     2       0      0 worker_thread       0 S [kworker/1:3]
root           640     2       0      0 worker_thread       0 S [kworker/2:3]
root           641     2       0      0 worker_thread       0 S [kworker/2:4]
root           725     1   14384   3120 poll_schedule_timeout 0 S aee_aedv
u0_a18         755   231 1153496 135408 SyS_epoll_wait      0 S com.android.systemui
webview_zygote 781     1  806492  56032 poll_schedule_timeout 0 S webview_zygote32
root           877     2       0      0 worker_thread       0 S [kworker/0:2]
system         913   231 1106164  80600 SyS_epoll_wait      0 S com.android.settings
root          1021     2       0      0 tx_thread           0 S [tx_thread]
wifi          1026     1   20600   8068 poll_schedule_timeout 0 S wpa_supplicant
system        1070     1   21772   5292 sigsuspend          0 S ged_srv
shell         1071     1   24100    944 poll_schedule_timeout 0 R adbd
u0_a12        1079   231 1091640  75432 SyS_epoll_wait      0 S android.process.media
u0_a57        1097   231 1079012  57560 SyS_epoll_wait      0 S io.appium.settings
system        1112   231 1375732 247048 SyS_epoll_wait      0 S com.dosmono.scanningpen
system        1133   231 1078176  52880 SyS_epoll_wait      0 S com.dosmono.upgrade
system        1180   231 1076232  51320 SyS_epoll_wait      0 S com.teksun.factorytest
system        1207   231 1078132  53700 SyS_epoll_wait      0 S com.zgl.cam
u0_a43        1226   231 1078704  53696 SyS_epoll_wait      0 S com.android.printspooler
system        1240   231 1080604  58508 SyS_epoll_wait      0 S com.mediatek.security
system        1261   231 1076696  54164 SyS_epoll_wait      0 S com.android.keychain
u0_a23        1316   231 1142292 106568 SyS_epoll_wait      0 S cn.dictcn.android.digitize.ipen.hdcdhaier_6246
u0_a41        1409   231 1082456  56340 SyS_epoll_wait      0 S com.android.gallery3d
u0_a10        1437   231 1076704  52212 SyS_epoll_wait      0 S com.android.managedprovisioning
u0_a13        1454   231 1083556  53456 SyS_epoll_wait      0 S com.android.packageinstaller
u0_a24        1470   231 1112656 100824 SyS_epoll_wait      0 S com.google.android.tts
system        1488   231 1075720  51748 SyS_epoll_wait      0 S com.mediatek.batterywarning
system        1501   231 1142800  94568 SyS_epoll_wait      0 S com.dosmono.scanning.localService
system        1542   231 1077844  59196 SyS_epoll_wait      0 S com.mediatek.providers.drm
system        1571   231 1075652  50432 SyS_epoll_wait      0 S com.mediatek.thermalmanager
u0_a7         1685   231 1077464  56824 SyS_epoll_wait      0 S android.ext.services
u0_a5         1992   231 1077752  54072 SyS_epoll_wait      0 S com.android.defcontainer
root          2277     2       0      0 worker_thread       0 S [kworker/u9:2]
root          2289     2       0      0 worker_thread       0 D [kworker/u8:4]
u0_a25        2335   231 1190472 138772 SyS_epoll_wait      0 S com.ximalayaos.wearkid
u0_a25        2405  2335       0      0 do_exit             0 Z [ZIDThreadPoolEx]
u0_a25        2448  2335       0      0 do_exit             0 Z [work_thread]
u0_a25        2473  2335       0      0 do_exit             0 Z [work_thread]
u0_a25        2474  2335       0      0 do_exit             0 Z [work_thread]
root          2587     2       0      0 worker_thread       0 S [kworker/u8:5]
shell         2884  1071   13748   2732 0            b61e9198 R ps
